id	structure	category	a_n	b_n	top_deltaP	top_rhoAbs	top_pvalue	top_fdr	NA	a_gap_gm_rho	a_gap_gm_pval	a_gap_gm_fdr	NA.1	b_gap_gm_rho	b_gap_gm_pval	b_gap_gm_fdr	NA.2	gap_gm_deltaP	NA.3	a_gap_wm_rho	a_gap_wm_pval	a_gap_wm_fdr	NA.4	b_gap_wm_rho	b_gap_wm_pval	b_gap_wm_fdr	NA.5	gap_wm_deltaP	NA.6	a_gap_gwm_rho	a_gap_gwm_pval	a_gap_gwm_fdr	NA.7	b_gap_gwm_rho	b_gap_gwm_pval	b_gap_gwm_fdr	NA.8	gap_gwm_deltaP
LH_SurfArea_medialorbitofrontal	Medialorbitofrontal (left)	cortical surface area	15317	16961	0.0452401262045468	0.0506483350988022	4.1412914917525e-11	5.11845015834579e-11		-0.039360283806303	1.1047567112228e-06	1.36542964308436e-06		-0.0506483350988022	4.1412914917525e-11	5.11845015834579e-11		0.310265369902241		-0.000165077214115311	0.983704131830675	0.983704131830675		-0.02248340427053	0.00341330739523851	0.00421869453344085		0.0452401262045468		-0.0204614076411519	0.0113418187854775	0.012665990521853		-0.0380367755970351	7.25559786997575e-07	9.12132303654094e-07		0.114566400147679
LH_GrayVol_insula	Insula (left)	cortical volume	15317	16961	0.168043632012786	0.0527104523138167	6.73316374071711e-11	8.87003606561535e-11		-0.0527104523138167	6.73316374071711e-11	8.87003606561535e-11		-0.0481659810732486	3.49358492093071e-10	4.22301473958657e-10		0.682756771269235		-0.0122061256333125	0.130956874231862	0.147746217082101		0.00316041439222941	0.680702495038039	0.690113128609994		0.168043632012786		-0.0332881229813945	3.78982210163886e-05	4.76434778491742e-05		-0.0202823395852626	0.00826261071658128	0.0091806785739792		0.242990970927625
RH_SurfArea_precentral	Precentral (right)	cortical surface area	15317	16961	0.00194144398005536	0.0530141255211305	5.23352038721489e-11	8.92538360610291e-11		-0.0165469981621004	0.0406064535712622	0.0444448745556104		-0.0496573513792577	9.82257830649464e-11	1.20724426113342e-10		0.00294223417064243		0.0530141255211305	5.23352038721489e-11	8.92538360610291e-11		0.0213789222039196	0.00536973898875167	0.00656301431958537		0.00448287075490161		0.0208940307499476	0.00972284712350341	0.0109133998325038		-0.013649007732715	0.0755254533813072	0.0814490183523901		0.00194144398005536
Right.Caudate	Caudate (right)	subcortical volume	15317	16961	0.00925604077972886	0.0528423983747405	6.03598697841269e-11	1.02147471942369e-10		0.0338531756954758	2.7906851073313e-05	3.33668871528742e-05		0.0280445893777768	0.000259921165220495	0.000287350031902055		0.601974816831035		0.0528423983747405	6.03598697841269e-11	1.02147471942369e-10		0.0238760639631084	0.00187568915572718	0.00238526944658948		0.00925604077972886		0.0447144481240885	3.10594937771839e-08	4.40844427805191e-08		0.027878996340023	0.000282645608010921	0.000330755498736184		0.130467846034593
LH_ThickAvg_cuneus	Cuneus (left)	cortical thickness	15317	16961	0.0105627151578958	0.0482650131894427	3.21499400911302e-10	3.90772752488875e-10		-0.0197973084154072	0.0142938756317829	0.0158820840353143		-0.0482650131894427	3.21499400911302e-10	3.90772752488875e-10		0.0105627151578958		-0.0209631696482834	0.00948414336470437	0.0119914456335343		-0.0364733427738007	2.02799638569478e-06	3.03509663165205e-06		0.163764048404383		-0.0222456349383967	0.00590829584385058	0.00670012930745942		-0.0456633087259458	2.70244679429961e-09	3.78686811940073e-09		0.0354470938485025
LH_ThickAvg_transversetemporal	Transversetemporal (left)	cortical thickness	15317	16961	0.00359220714800546	0.045400042868007	3.33108562310864e-09	5.63722182372231e-09		-0.00319461972695845	0.692638984662808	0.702214638828653		0.026611477168067	0.000529094575076304	0.000570592188807779		0.00748780043296571		0.0149581678248581	0.0641837904157884	0.0747112904310764		0.045400042868007	3.33108562310864e-09	5.63722182372231e-09		0.00626645981998841		0.00882465741730303	0.274872694641667	0.287961870576985		0.0412622999872904	7.6637217747507e-08	1.01567397014768e-07		0.00359220714800546
RH_ThickAvg_rostralanteriorcingulate	Rostralanteriorcingulate (right)	cortical thickness	15317	16961	4.94192488158518e-05	0.0436658267759439	1.28349005518658e-08	2.10722247866453e-08		-0.00693017427467871	0.391173255196592	0.400270307643024		0.0262301145205844	0.000635726041661959	0.000682242581295761		0.00292790398541265		-0.00154731683050513	0.848171446876543	0.865975303896532		0.0436658267759439	1.28349005518658e-08	2.10722247866453e-08		4.94192488158518e-05		-0.00308872165568624	0.702332844445294	0.722024419523199		0.0399460414775208	1.9580653236506e-07	2.54896077634989e-07		0.000112296781936028
LH_ThickAvg_parahippocampal	Parahippocampal (left)	cortical thickness	15317	16961	0.00318699834723679	0.0455094979987259	1.76199381005357e-08	2.21507793263877e-08		-0.0455094979987259	1.76199381005357e-08	2.21507793263877e-08		-0.0392621694313767	3.15196308725064e-07	3.63053339892744e-07		0.574504621610481		-0.0298740262678459	0.0002180033740459	0.000294237682761337		0.00299246535854472	0.696805254664411	0.7031979634228		0.00318699834723679		-0.0407895248832919	4.44005814125765e-07	5.95617555534563e-07		-0.0186890319661983	0.0149482965692407	0.0164431262261648		0.0472145922397118
RH_ThickAvg_parahippocampal	Parahippocampal (right)	cortical thickness	15317	16961	0.00269233228762245	0.0420875133176055	4.19453465978703e-08	4.93474665857298e-08		-0.040566951950456	5.12750139846553e-07	6.37316558001365e-07		-0.0420875133176055	4.19453465978703e-08	4.93474665857298e-08		0.891318525310324		-0.0168999806280753	0.0365092100972533	0.044132012205471		0.0165490923301831	0.0311671430557645	0.0364721886822776		0.00269233228762245		-0.0308655621031525	0.000133476379806897	0.000163137797541763		-0.0115450686456786	0.132766143413581	0.141045218045364		0.0829204286375447
RH_ThickAvg_lingual	Lingual (right)	cortical thickness	15317	16961	0.00320231999609955	0.0416002418971063	5.99566501532576e-08	7.01620374133866e-08		-0.00876517352585368	0.278121248157598	0.287261383073575		-0.0416002418971063	5.99566501532576e-08	7.01620374133866e-08		0.00320231999609955		-0.0105857962094892	0.190252059115216	0.208236084603719		-0.0363538000489115	2.19018752511803e-06	3.23383392970447e-06		0.020726379359242		-0.0110982660208121	0.169675229859051	0.182983091024467		-0.041444051275561	6.71752178777171e-08	8.95669571702895e-08		0.00644435337460836
RH_SurfArea_postcentral	Postcentral (right)	cortical surface area	15317	16961	0.0389965848379312	0.0409214314394451	9.7979175541468e-08	1.14049833963614e-07		-0.0179312464854093	0.0264976421919801	0.0291474064111781		-0.0409214314394451	9.7979175541468e-08	1.14049833963614e-07		0.0389965848379312		0.0380522961622731	2.47746152237645e-06	3.63361023281879e-06		0.0244157211047757	0.00147510171777989	0.00189779168369343		0.220768060941257		0.0120446507519324	0.136130251933567	0.148260670422697		-0.00305464113267601	0.69082750365397	0.69716537065997		0.175563693770327
LH_SurfArea_caudalanteriorcingulate	Caudalanteriorcingulate (left)	cortical surface area	15317	16961	0.0516566270416872	0.0403575419584476	1.46488163860029e-07	1.69617873943191e-07		-0.0186842484551351	0.0207758596207609	0.0229682870179266		-0.0403575419584476	1.46488163860029e-07	1.69617873943191e-07		0.0516566270416872		-0.0307027287808494	0.000144817359174277	0.000199123868864631		-0.035524428538613	3.71107794370954e-06	5.30153991958506e-06		0.665008773112578		-0.0280045954897733	0.000528789943422283	0.000628831284069742		-0.0402937626676909	1.53255094083787e-07	2.01892938313971e-07		0.269720694114466
LH_GrayVol_pericalcarine	Pericalcarine (left)	cortical volume	15317	16961	0.17902678713178	0.038338409104616	5.92298270156943e-07	6.78675101221497e-07		-0.0233732820294387	0.00382301309027493	0.00431314297364351		-0.038338409104616	5.92298270156943e-07	6.78675101221497e-07		0.17902678713178		0.0167398957920966	0.038321559811415	0.0460696347459634		0.0119710835248935	0.119053658740641	0.130959024614705		0.668740448699163		-0.000506384099931929	0.950040673646519	0.954378758914311		-0.0105440520055768	0.169773223350155	0.177857662557305		0.367871091881457
RH_ThickAvg_pericalcarine	Pericalcarine (right)	cortical thickness	15317	16961	0.109442703922653	0.0391972069274222	1.22348327378833e-06	1.50372245940465e-06		0.0391972069274222	1.22348327378833e-06	1.50372245940465e-06		0.0213700515691589	0.00538889786831931	0.00569979582226081		0.109442703922653		0.0272677389152401	0.000739479298237989	0.000968365747692605		0.0242730123035241	0.00157256587998825	0.00201142147440358		0.788066704614004		0.0359715049260912	8.49746042541186e-06	1.11276267475632e-05		0.0257881159631675	0.000784189842500471	0.000898550861198456		0.360514546238578
RH_ThickAvg_caudalanteriorcingulate	Caudalanteriorcingulate (right)	cortical thickness	15317	16961	0.00913125105439971	0.0381737248996153	2.30096330696844e-06	3.39762476169244e-06		-0.0333888587670241	3.58982742782217e-05	4.26898396822096e-05		-0.0275007254291082	0.000341724010912483	0.000374026280600728		0.597021169883456		-0.0381737248996153	2.30096330696844e-06	3.39762476169244e-06		-0.00912911969040363	0.234562726273227	0.252959802843676		0.00913125105439971		-0.0375139904426971	3.42889516341524e-06	4.57186021788699e-06		-0.0192336032997601	0.012260566591717	0.0135543952270238		0.100752377113582
RH_GrayVol_pericalcarine	Pericalcarine (right)	cortical volume	15317	16961	0.264517589179633	0.0381736141881027	2.30111858860079e-06	3.39762476169244e-06		-0.00969424186596827	0.230328962762717	0.239020621734895		-0.0212539167714056	0.00564548272898752	0.00594261339893423		0.299630802600118		0.0381736141881027	2.30111858860079e-06	3.39762476169244e-06		0.0259974353363158	0.000710269658721414	0.000935684580351563		0.274214493132697		0.0195773279070251	0.0154113446983646	0.0171237163315162		0.00714147431783431	0.352437438337743	0.364019889362927		0.264517589179633
RH_SurfArea_entorhinal	Entorhinal (right)	cortical surface area	15317	16961	0.080816250916331	0.0358218392180325	3.07565718764617e-06	4.45160908738261e-06		0.00999985926133225	0.215964905367739	0.226248948480488		0.0267087694016034	0.000504695275831635	0.000546960397453003		0.133764733322297		0.0191031575597013	0.0180847056800058	0.0224781652519846		0.0358218392180325	3.07565718764617e-06	4.45160908738261e-06		0.13337536214829		0.014940123422964	0.0645057658620346	0.0709563424482381		0.0343910333080261	7.49126881695337e-06	9.2588715715154e-06		0.080816250916331
LH_SurfArea_rostralanteriorcingulate	Rostralanteriorcingulate (left)	cortical surface area	15317	16961	0.00115294571726743	0.0353595693769736	4.11566438043122e-06	4.69143089997341e-06		0.000858411594307785	0.9154136511677	0.919593622177598		-0.0353595693769736	4.11566438043122e-06	4.69143089997341e-06		0.00115294571726743		-0.000605427695347899	0.940285904187428	0.944579447128923		-0.0284642853681122	0.000209761573614698	0.000284861396266874		0.0124270266111541		0.000204581492024215	0.979805154557672	0.979805154557672		-0.0331707582015768	1.55882579428019e-05	1.87399822263192e-05		0.00274407934888665
Left.Caudate	Caudate (left)	subcortical volume	15317	16961	0.00767478463562044	0.0372673804747601	3.97369346241576e-06	5.78948716378455e-06		0.0157700280483174	0.0510128605722777	0.0555585610193123		0.00476591462951837	0.534894213190276	0.542289064063874		0.323523674916466		0.0372673804747601	3.97369346241576e-06	5.78948716378455e-06		0.00756442859519765	0.324651036408185	0.346714699076702		0.00767478463562044		0.0251561075562651	0.0018513506573972	0.00215501134723484		0.00583099029550844	0.447712541279024	0.460265229352268		0.0829113257885334
RH_SurfArea_caudalmiddlefrontal	Caudalmiddlefrontal (right)	cortical surface area	15317	16961	0.40702839110896	0.0348109491687171	5.78894189932295e-06	6.56477947345902e-06		-0.0255765849982862	0.00155003764291874	0.00176688228726489		-0.0348109491687171	5.78894189932295e-06	6.56477947345902e-06		0.40702839110896		-0.0152213168647637	0.0596371825390539	0.070538603003182		-0.0173956871073336	0.0235011834789126	0.0276484511516619		0.84531092850437		-0.0231020683202837	0.00425197797614291	0.00484681427332352		-0.0271818933528516	0.000400295469791683	0.00046107331599042		0.714205076139776
LH_GrayVol_temporalpole	Temporalpole (left)	cortical volume	15317	16961	0.000477120979774037	0.0351570918057776	4.6705695170823e-06	6.62919544360068e-06		-0.00245745417367806	0.761078288643357	0.768060658263938		0.0189856594182362	0.0134261036698395	0.0140654419398319		0.0543835840539042		-0.0037701071282516	0.640869877443331	0.665053646403457		0.0351570918057776	4.6705695170823e-06	6.62919544360068e-06		0.000477120979774037		-0.00249624052517912	0.757424810468829	0.767896121212638		0.0312502688876881	4.70223879639864e-05	5.56178782369732e-05		0.00246049045555163
LH_ThickAvg_caudalanteriorcingulate	Caudalanteriorcingulate (left)	cortical thickness	15317	16961	0.106219027500541	0.0345137246054606	1.93979998398751e-05	2.46679766749857e-05		-0.0308953817099651	0.000131492344024207	0.000153874019602795		-0.0310102508140493	5.37528980193545e-05	6.00286170774517e-05		0.991770554397446		-0.0322251320338522	6.65479861459684e-05	9.32519551090003e-05		-0.0142272424649083	0.0639453800996965	0.0736543645127394		0.106219027500541		-0.0345137246054606	1.93979998398751e-05	2.46679766749857e-05		-0.0239939418828778	0.00178049683879084	0.00200876566427685		0.344914924992523
LH_GrayVol_isthmuscingulate	Isthmuscingulate (left)	cortical volume	15317	16961	0.0562119921613509	0.0313087233077833	4.55086650090031e-05	5.10811546019422e-05		-0.0156697817767845	0.0525055215405364	0.0569025356596946		-0.0313087233077833	4.55086650090031e-05	5.10811546019422e-05		0.160407899559952		0.00388272570383815	0.630930527669092	0.657842256337442		-0.0174005940169015	0.0234620125785734	0.0276484511516619		0.0562119921613509		-0.00670473057313997	0.406767168054775	0.422116872509672		-0.0240900795118909	0.00170617072691978	0.0019348327831049		0.118767150216048
LH_SurfArea_isthmuscingulate	Isthmuscingulate (left)	cortical surface area	15317	16961	0.006075610448524	0.0319512235880016	7.673195304367e-05	9.07582240301473e-05		0.0319512235880016	7.673195304367e-05	9.07582240301473e-05		0.00580435986345685	0.449789167535383	0.462400078774693		0.0189514005990228		0.0237401126197369	0.00330533904303003	0.00427749758509769		-0.00684067844721259	0.373087394001913	0.394611666732793		0.006075610448524		0.0279883544120356	0.000532758058154851	0.00063014393975305		0.000249477178568176	0.974086611429906	0.974086611429906		0.0128108875870161
RH_ThickAvg_cuneus	Cuneus (right)	cortical thickness	15317	16961	0.000771110440567879	0.0276125762532175	0.000323150473933121	0.000355465521326433		0.00986902853862809	0.222032988792628	0.231503590210323		-0.0276125762532175	0.000323150473933121	0.000355465521326433		0.000771110440567879		0.00417202792757909	0.605705101250073	0.63758431710534		-0.0203428495912953	0.00807238416994408	0.0098117376651254		0.0278515238175399		0.00737726484837206	0.361340931481844	0.376753577848368		-0.0254926890291464	0.000900721128299701	0.00102672874728463		0.00318679499643837
RH_ThickAvg_transversetemporal	Transversetemporal (right)	cortical thickness	15317	16961	0.000242908332901415	0.0291247446106903	0.000312857096993117	0.00036035895988736		-0.0291247446106903	0.000312857096993117	0.00036035895988736		0.00238185403704612	0.756461194785032	0.763401205746363		0.00469786614695988		-0.0182533619767713	0.0239017292632273	0.0295414631343259		0.0226482204656964	0.00318490984795559	0.00398113730994449		0.000242908332901415		-0.0242128254358614	0.00273250546550749	0.00316395369690341		0.0152355479282169	0.0472704573811031	0.0514826763556568		0.000401245316402843
RH_GrayVol_isthmuscingulate	Isthmuscingulate (right)	cortical volume	15317	16961	0.532563143623122	0.0274375323576975	0.000352654386929437	0.000384079035269684		-0.024049707971122	0.00291903090918865	0.00331024123722424		-0.0274375323576975	0.000352654386929437	0.000384079035269684		0.761045572114024		-0.00274642732642567	0.733991791593976	0.758113587561853		0.00421073599315475	0.583510735522165	0.599870849602226		0.532563143623122		-0.0146105783870461	0.0706242127710933	0.0773001333812962		-0.0092667250967969	0.227584120229771	0.236172200238442		0.63162415304414
LH_SurfArea_temporalpole	Temporalpole (left)	cortical surface area	15317	16961	0.682671052858316	0.0273098765117263	0.000725586388016717	0.000831401069602488		-0.0273098765117263	0.000725586388016717	0.000831401069602488		-0.022755368379074	0.003043991325248	0.00323515986258242		0.682671052858316		-0.0173440349922641	0.031859737438008	0.0389396790908987		-0.0194634134442702	0.0112612550788101	0.0135381208597717		0.849164771540062		-0.0238796974528737	0.00312574131871024	0.00360033031474478		-0.0227447063658301	0.00305775456874713	0.00341475129504756		0.918859681355877
LH_GrayVol_entorhinal	Entorhinal (left)	cortical volume	15317	16961	0.155756201999599	0.0212337989880948	0.00859927522084324	0.0096032515156625		-0.0212337989880948	0.00859927522084324	0.0096032515156625		-0.0119931312693715	0.118375392468448	0.122842388410654		0.407006652537658		-0.0110419760249372	0.171850275674231	0.189985229388597		0.00478144310666588	0.533564331138771	0.553698834200611		0.155756201999599		-0.0171104204782875	0.0342382905934634	0.0378513765354872		-0.0023122124531916	0.763366128487566	0.766851818571984		0.184300715877429
RH_SurfArea_temporalpole	Temporalpole (right)	cortical surface area	15317	16961	0.516494012215434	0.0183486133885841	0.0168808124791305	0.0176008471346384		-0.0119408710824731	0.139537552466991	0.147587795878548		-0.0183486133885841	0.0168808124791305	0.0176008471346384		0.565329799135548		0.000797772496697563	0.921368802972003	0.929821727769911		-0.00512024601867609	0.504970736991435	0.526509773166425		0.595500287911896		-0.0044346852160841	0.583202260727908	0.602368532207229		-0.0116662921687133	0.128745295189567	0.137494975445169		0.516494012215434
RH_GrayVol_temporalpole	Temporalpole (right)	cortical volume	15317	16961	0.0113722534515639	0.0151315323415183	0.0611574579131951	0.0719499504861119		-0.00867498900132498	0.283096099990268	0.291033373821771		0.00152690044017342	0.842410501815291	0.846257125111251		0.360094816071677		-0.0151315323415183	0.0611574579131951	0.0719499504861119		0.0130816636801422	0.0884971960191923	0.0993335873684811		0.0113722534515639		-0.0117439057552282	0.14618434943127	0.158426388546204		0.00975032110819979	0.2042354710908	0.212946936682351		0.0538271633857128
RH_GrayVol_entorhinal	Entorhinal (right)	cortical volume	15317	16961	0.0611543488223703	0.0141550826908027	0.0653051478421871	0.0748288152358394		-0.0127609545306719	0.114336710439974	0.122107166489293		0.00492021371630519	0.521754467432246	0.53141658719951		0.112702480691332		-0.00403425078559448	0.617662309858946	0.64707480080461		0.0141550826908027	0.0653051478421871	0.0748288152358394		0.10272823672236		-0.00934408419985844	0.247606151110806	0.261891121367199		0.0115276488400566	0.133351842515617	0.141045218045364		0.0611543488223703
RH_SurfArea_isthmuscingulate	Isthmuscingulate (right)	cortical surface area	15317	16961	0.556532683024697	0.0127806808439233	0.113777874890392	0.122103085248226		0.0127806808439233	0.113777874890392	0.122103085248226		0.00622651512102255	0.417517848073668	0.431239091907075		0.556532683024697		0.0101422534142141	0.20949721838304	0.228165287347865		0.0116424784453293	0.129527610340189	0.141771513805182		0.892932637152879		0.00980442458136052	0.22507402633556	0.240370319387491		0.0109151187955196	0.15524351289896	0.163414224104168		0.920625373942292
LH_ThickAvg_pericalcarine	Pericalcarine (left)	cortical thickness	15317	16961	0.249524508611178	0.0121100206910649	0.134017219303906	0.142433759646663		0.0121100206910649	0.134017219303906	0.142433759646663		-0.000725902948058396	0.924698759896102	0.924698759896102		0.249524508611178		0.00690743842791684	0.392729235372409	0.419419571756942		0.00626326530584009	0.414774574189497	0.434525744388997		0.953917233772779		0.0103391921252983	0.200784883153251	0.215476459969343		0.00415905503658877	0.588139137868046	0.599030603384121		0.579289588181484
LH_SurfArea_entorhinal	Entorhinal (left)	cortical surface area	15317	16961	0.769012254884602	0.00679013340782714	0.400816713227593	0.40823924495403		-0.00679013340782714	0.400816713227593	0.40823924495403		-0.00513451045984804	0.503784838325637	0.515500764798326		0.881929507132885		0.00152608173389972	0.85023029837114	0.865975303896532		-0.00174759872401678	0.81999817353705	0.81999817353705		0.769012254884602		-0.0028960949889491	0.720089549585669	0.736835818180685		-0.00343711192590885	0.654490580374254	0.663538837245788		0.961291751491114
